doc,url,key_effects,key_interaction_detail,notes_mp,notes_amp,notes_general,receptor,stressor,technology,phase,presented_as_potential_interaction,decribed_from_observations_at_the_project_site,monitoring_plan_(mp),adaptive_management_plan_(amp),protection_mitigation_and_enhancement,bmps_applied
"WETS EA JANUARY 2003: ATTACHMENT A-4, ENCLOSURE 8: WAVE ENERGY CONVERSION TEST PROJECT @ MCBH KANEOHE BAY",https://drive.google.com/drive/u/1/folders/1EYK5JBWao979AIN_j-SzPaUcZ3gQAwG7#,"DISRUPTION OF BEHAVIOR, AVOIDANCE",ANY EMF EFFECTS ON THE GENERAL VARIETY OF MARINE LIFE,NA,NA,NA,Fish.Demersal Fish,EMF,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"WETS EA JANUARY 2003: ATTACHMENT A-4, ENCLOSURE 8: WAVE ENERGY CONVERSION TEST PROJECT @ MCBH KANEOHE BAY",https://drive.google.com/drive/u/1/folders/1EYK5JBWao979AIN_j-SzPaUcZ3gQAwG7#,"DISRUPTION OF BEHAVIOR, AVOIDANCE",ANY EMF EFFECTS ON THE GENERAL VARIETY OF MARINE LIFE,NA,NA,NA,Fish.Pelagic Fish,EMF,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"WETS EA JANUARY 2003: ATTACHMENT A-4, ENCLOSURE 8: WAVE ENERGY CONVERSION TEST PROJECT @ MCBH KANEOHE BAY",https://drive.google.com/drive/u/1/folders/1EYK5JBWao979AIN_j-SzPaUcZ3gQAwG7#,"DISRUPTION OF BEHAVIOR, AVOIDANCE",ANY EMF EFFECTS ON THE GENERAL VARIETY OF MARINE LIFE,NA,NA,NA,Marine Mammals.Pinnipeds,EMF,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"WETS EA JANUARY 2003: ATTACHMENT A-4, ENCLOSURE 8: WAVE ENERGY CONVERSION TEST PROJECT @ MCBH KANEOHE BAY",https://drive.google.com/drive/u/1/folders/1EYK5JBWao979AIN_j-SzPaUcZ3gQAwG7#,"DISRUPTION OF BEHAVIOR, AVOIDANCE",ANY EMF EFFECTS ON THE GENERAL VARIETY OF MARINE LIFE,NA,NA,NA,Marine Mammals.Cetaceans,EMF,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"WETS EA JANUARY 2003: ATTACHMENT A-4, ENCLOSURE 8: WAVE ENERGY CONVERSION TEST PROJECT @ MCBH KANEOHE BAY",https://drive.google.com/drive/u/1/folders/1EYK5JBWao979AIN_j-SzPaUcZ3gQAwG7#,"DISRUPTION OF BEHAVIOR, AVOIDANCE",ANY EMF EFFECTS ON THE GENERAL VARIETY OF MARINE LIFE,NA,NA,NA,Reptiles,EMF,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"WETS EA JANUARY 2003: ATTACHMENT A-4, ENCLOSURE 8: WAVE ENERGY CONVERSION TEST PROJECT @ MCBH KANEOHE BAY",https://drive.google.com/drive/u/1/folders/1EYK5JBWao979AIN_j-SzPaUcZ3gQAwG7#,"DISRUPTION OF BEHAVIOR, AVOIDANCE",ANY EMF EFFECTS ON THE GENERAL VARIETY OF MARINE LIFE,NA,NA,NA,Invertebrates,EMF,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"WETS EA JANUARY 2003: ATTACHMENT A-4, ENCLOSURE 8: WAVE ENERGY CONVERSION TEST PROJECT @ MCBH KANEOHE BAY",https://drive.google.com/drive/u/1/folders/1EYK5JBWao979AIN_j-SzPaUcZ3gQAwG7#,"DISRUPTION OF BEHAVIOR, BIODIVERSITY CHANGE",THERMAL POLLUTION,NA,NA,NA,Physical Environment,Habitat Change,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WETS EA JANUARY 2003: ATTACHMENT F: WET PROJECT ENVIRONMENTAL IMPACTS OF SELECTED COMPONENTS.  JULY 2002,https://drive.google.com/drive/u/1/folders/1EYK5JBWao979AIN_j-SzPaUcZ3gQAwG7#,"DISRUPTION OF BEHAVIOR, AVOIDANCE",ANY EMF EFFECTS ON THE GENERAL VARIETY OF MARINE LIFE,NA,NA,NA,Fish.Demersal Fish,EMF,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WETS EA JANUARY 2003: ATTACHMENT F: WET PROJECT ENVIRONMENTAL IMPACTS OF SELECTED COMPONENTS.  JULY 2002,https://drive.google.com/drive/u/1/folders/1EYK5JBWao979AIN_j-SzPaUcZ3gQAwG7#,"DISRUPTION OF BEHAVIOR, AVOIDANCE",ANY EMF EFFECTS ON THE GENERAL VARIETY OF MARINE LIFE,NA,NA,NA,Fish.Pelagic Fish,EMF,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WETS EA JANUARY 2003: ATTACHMENT F: WET PROJECT ENVIRONMENTAL IMPACTS OF SELECTED COMPONENTS.  JULY 2002,https://drive.google.com/drive/u/1/folders/1EYK5JBWao979AIN_j-SzPaUcZ3gQAwG7#,"DISRUPTION OF BEHAVIOR, BIODIVERSITY CHANGE",NA,NA,NA,NA,Marine Mammals.Pinnipeds,Noise,Marine Energy.Wave,ALL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WETS EA JANUARY 2003: ATTACHMENT F: WET PROJECT ENVIRONMENTAL IMPACTS OF SELECTED COMPONENTS.  JULY 2002,https://drive.google.com/drive/u/1/folders/1EYK5JBWao979AIN_j-SzPaUcZ3gQAwG7#,"DISRUPTION OF BEHAVIOR, BIODIVERSITY CHANGE",NA,NA,NA,NA,Marine Mammals.Cetaceans,Noise,Marine Energy.Wave,ALL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WETS EA JANUARY 2003: ATTACHMENT F: WET PROJECT ENVIRONMENTAL IMPACTS OF SELECTED COMPONENTS.  JULY 2002,https://drive.google.com/drive/u/1/folders/1EYK5JBWao979AIN_j-SzPaUcZ3gQAwG7#,"DISRUPTION OF BEHAVIOR, BIODIVERSITY CHANGE",NA,NA,NA,NA,Reptiles,Noise,Marine Energy.Wave,ALL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WETS EA JANUARY 2003: ATTACHMENT F: WET PROJECT ENVIRONMENTAL IMPACTS OF SELECTED COMPONENTS.  JULY 2002,https://drive.google.com/drive/u/1/folders/1EYK5JBWao979AIN_j-SzPaUcZ3gQAwG7#,"DISRUPTION OF BEHAVIOR, BIODIVERSITY CHANGE",THERMAL POLLUTION,NA,NA,NA,Invertebrates,Habitat Change,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WETS EA JANUARY 2003: ATTACHMENT F: WET PROJECT ENVIRONMENTAL IMPACTS OF SELECTED COMPONENTS.  JULY 2002,https://drive.google.com/drive/u/1/folders/1EYK5JBWao979AIN_j-SzPaUcZ3gQAwG7#,"DISRUPTION OF BEHAVIOR, BIODIVERSITY CHANGE",THERMAL POLLUTION,NA,NA,NA,Fish.Demersal Fish,Habitat Change,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WETS EA JANUARY 2003: ATTACHMENT F: WET PROJECT ENVIRONMENTAL IMPACTS OF SELECTED COMPONENTS.  JULY 2002,https://drive.google.com/drive/u/1/folders/1EYK5JBWao979AIN_j-SzPaUcZ3gQAwG7#,INJURY/MORTALITY,NA,NA,NA,NA,Marine Mammals.Cetaceans,Physical Interaction.Entrapment,Marine Energy.Wave,2. Construction,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
WETS EA JANUARY 2003: ATTACHMENT F: WET PROJECT ENVIRONMENTAL IMPACTS OF SELECTED COMPONENTS.  JULY 2002,https://drive.google.com/drive/u/1/folders/1EYK5JBWao979AIN_j-SzPaUcZ3gQAwG7#,INJURY/MORTALITY,NA,NA,NA,NA,Reptiles,Physical Interaction.Entrapment,Marine Energy.Wave,2. Construction,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"WETS EA APRIL 2014 APPENDIX A NAVFAC EXWC 2011, INCLUDING APPENDIX A
WAVE ENERGY TECHNOLOGY PROJECT, OFFSHORE MARINE CORPS BASE HAWAII
YEAR 1 BIOLOGICAL MONITORING REPORT OCTOBER 2003 THROUGH OCTOBER 2004",NA,BIODIVERSITY CHANGE,CHANGE IN BIOLOGICAL COMMUNITY DUE TO DEVICE AND OPERATION,NA,NA,NA,Fish.Demersal Fish,Behavioral Interaction.Avoidance,Marine Energy.Wave,3. Operations and Maintenance,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"WETS EA APRIL 2014 APPENDIX A NAVFAC EXWC 2011, INCLUDING APPENDIX A
WAVE ENERGY TECHNOLOGY PROJECT, OFFSHORE MARINE CORPS BASE HAWAII
YEAR 1 BIOLOGICAL MONITORING REPORT OCTOBER 2003 THROUGH OCTOBER 2004",NA,FISH AGGREGATION,FAD,NA,NA,NA,Fish.Pelagic Fish,Behavioral Interaction.Attraction,Marine Energy.Wave,3. Operations and Maintenance,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"WETS EA APRIL 2014 APPENDIX A NAVFAC EXWC 2011, INCLUDING APPENDIX A
WAVE ENERGY TECHNOLOGY PROJECT, OFFSHORE MARINE CORPS BASE HAWAII
YEAR 1 BIOLOGICAL MONITORING REPORT OCTOBER 2003 THROUGH OCTOBER 2004",NA,"COLLISION, INDIRECT MORTALITY/INJURY",MONITORING RESULTS OF POTENTIAL INTERACTION BETWEEN THE DEVICE AND HAWAIIAN MONK SEALS,"""No endangered Hawaiian monk seals (Monachus schauinslandi) were sighted underwater, or from the dive boat.""",NA,NA,Marine Mammals.Pinnipeds,Physical Interaction.Collision,Marine Energy.Wave,3. Operations and Maintenance,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"WETS EA APRIL 2014 APPENDIX A NAVFAC EXWC 2011, INCLUDING APPENDIX A
WAVE ENERGY TECHNOLOGY PROJECT, OFFSHORE MARINE CORPS BASE HAWAII
YEAR 1 BIOLOGICAL MONITORING REPORT OCTOBER 2003 THROUGH OCTOBER 2004",NA,"DISRUPTION OF BEHAVIOR, BIODIVERSITY CHANGE",MONITORING RESULTS OF POTENTIAL THERMAL POLLUTION AND CORALS- DETERMINED NO PROJECT EFFECT,"The total number of partially bleached specimens of Pocillopora meandrina sighted during all the dives was eight, representing less than one percent of the total number of specimens sighted. This is not an unusual finding and there is no reason to suspect that it is in any way related to project activities.",NA,NA,Invertebrates,Habitat Change,Marine Energy.Wave,3. Operations and Maintenance,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"WETS EA APRIL 2014 APPENDIX A NAVFAC EXWC 2011, INCLUDING APPENDIX A
WAVE ENERGY TECHNOLOGY PROJECT, OFFSHORE MARINE CORPS BASE HAWAII
YEAR 1 BIOLOGICAL MONITORING REPORT OCTOBER 2003 THROUGH OCTOBER 2004",NA,"COLLISION, INJURY/MORTALITY",MONITORING REVEALED LIMITED BROKEN CORAL COLONIES UNDER DEVICE,"A very limited number of corals were found underneath these project related structures, and they were, of course, crushed. None of the crushed specimens were unusually large or rare.",NA,NA,Invertebrates,Physical Interaction.Collision,Marine Energy.Wave,3. Operations and Maintenance,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"WETS EA APRIL 2014 APPENDIX A NAVFAC EXWC 2011, INCLUDING APPENDIX A
WAVE ENERGY TECHNOLOGY PROJECT, OFFSHORE MARINE CORPS BASE HAWAII
YEAR 1 BIOLOGICAL MONITORING REPORT OCTOBER 2003 THROUGH OCTOBER 2004",NA,"COLLISION, INJURY/MORTALITY",MONITORING RESULTS OF POTENTIAL INTERACTION BETWEEN THE DEVICE AND HUMPBACK WHALES,"""No endangered humpback whales (Megaptera novaeangliae) were seen underwater, or from the dive boat. No marine mammals sounds of any kind were heard during any of the dives.""",NA,NA,Marine Mammals.Cetaceans,Physical Interaction.Collision,Marine Energy.Wave,3. Operations and Maintenance,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"WETS EA APRIL 2014 APPENDIX A NAVFAC EXWC 2011, INCLUDING APPENDIX A
WAVE ENERGY TECHNOLOGY PROJECT, OFFSHORE MARINE CORPS BASE HAWAII
YEAR 1 BIOLOGICAL MONITORING REPORT OCTOBER 2003 THROUGH OCTOBER 2004",NA,"COLLISION, INJURY/MORTALITY",MONITORING RESULTS OF POTENTIAL INTERACTION BETWEEN THE DEVICE AND SEA TURTLES,"""No endangered hawksbill sea turtles (Eretmochelys imbricata) were sighted underwater or from the boat.  No threatened green sea turtles (Chelonia mydas) were sighted underwater. No significant quantities of preferred green sea turtle forage were sighted on any of the dives. No surface sightings (from the dive boat) of green sea turtles were made within approximately 500 yards of either the buoy or the transmission cable. Four green sea turtle sightings were made from the dive boat during transits between the dive sites and Waterfront Operations at MCBH. The green sea turtles sighted all had a carapace length of approximately two feet.""",NA,NA,Reptiles,Behavioral Interaction.Attraction,Marine Energy.Wave,3. Operations and Maintenance,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"WETS EA APRIL 2014 APPENDIX A NAVFAC EXWC 2011, INCLUDING APPENDIX A
WAVE ENERGY TECHNOLOGY PROJECT, OFFSHORE MARINE CORPS BASE HAWAII
YEAR 1 BIOLOGICAL MONITORING REPORT OCTOBER 2003 THROUGH OCTOBER 2004",NA,"DISRUPTION OF BEHAVIOR, BIODIVERSITY CHANGE",CHANGES IN THE BIOLOGICAL COMMUNITY BASED ON DEVICE OPERATION- CABLE LINES.,"""No changes in the behavior, distribution or concentration of mollusks, echinoderms or arthropods was observed along the transmission cable.""",NA,NA,Invertebrates,EMF,Marine Energy.Wave,3. Operations and Maintenance,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"WETS EA APRIL 2014 APPENDIX A NAVFAC EXWC 2011, INCLUDING APPENDIX A
WAVE ENERGY TECHNOLOGY PROJECT, OFFSHORE MARINE CORPS BASE HAWAII
YEAR 1 BIOLOGICAL MONITORING REPORT OCTOBER 2003 THROUGH OCTOBER 2004",NA,ATTRACTION/BIOFOULING,BIOSECURITY MONITORING RE: INSTALLATION AND MAINTENANCE PRACTICES,No alien algae were sighted on any of the dives. No alien invertebrates were sighted on any of the dives.,NA,NA,NA,Behavioral Interaction.Attraction,Marine Energy.Wave,2. Construction,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"WETS EA APRIL 2014 APPENDIX A NAVFAC EXWC 2011, INCLUDING APPENDIX A
WAVE ENERGY TECHNOLOGY PROJECT, OFFSHORE MARINE CORPS BASE HAWAII
YEAR 1 BIOLOGICAL MONITORING REPORT OCTOBER 2003 THROUGH OCTOBER 2004",NA,ATTRACTION/BIOFOULING,BIOSECURITY MONITORING RE: INSTALLATION AND MAINTENANCE PRACTICES,NA,NA,NA,NA,Behavioral Interaction.Attraction,Marine Energy.Wave,3. Operations and Maintenance,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"WETS EA APRIL 2014 APPENDIX A NAVFAC EXWC 2011, INCLUDING APPENDIX A
WAVE ENERGY TECHNOLOGY PROJECT, OFFSHORE MARINE CORPS BASE HAWAII
YEAR 1 BIOLOGICAL MONITORING REPORT OCTOBER 2003 THROUGH OCTOBER 2004",NA,ATTRACTION,DEVICE ITSELF MAY SERVE AS GOOD BENTHIC HABITAT FOR SOME SPECIES,"The areas underneath the anchor base provides potentially good habitat for spiny lobsters and even octopus. No octopus were sighted; however, up to three spiny lobsters (Panulirus marginatus) were sighted on some dives.",NA,NA,Invertebrates,Behavioral Interaction.Attraction,Marine Energy.Wave,3. Operations and Maintenance,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2012,NA,"RISK OF COLLISION, MORTALITY/INJURY","ANY DEVICE RELATED ENTAGLEMENT, INJURY, STRANDING HAZARDS TO MARINE MAMMALS",NA,NA,MARINE MAMMAL RESPONSE AND INCIDENT REPORTING STRUCTURE,Marine Mammals.Pinnipeds,ALL,Marine Energy.Wave,ALL,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2012,NA,"RISK OF COLLISION, MORTALITY/INJURY","ANY DEVICE RELATED ENTANGLEMENT, INJURY, STRANDING HAZARDS TO MARINE MAMMALS",NA,NA,MARINE MAMMAL RESPONSE AND INCIDENT REPORTING STRUCTURE,Marine Mammals.Cetaceans,ALL,Marine Energy.Wave,ALL,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2012,NA,POTENTIAL TOXIC RESPONSE,SPILL PREVENTION/MITIGATION PLAN,NA,NA,NA,Physical Environment.Water Quality,Habitat Change,Marine Energy.Wave,ALL,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2012,NA,NA,NA,NA,NA,NA,NA,NA,Marine Energy.Wave,ALL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2012,NA,NA,NA,NA,NA,NA,NA,Physical Interaction.Entrapment,Marine Energy.Wave,ALL,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2012,NA,NA,NA,NA,NA,NA,NA,EMF,Marine Energy.Wave,ALL,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2012,NA,NA,NA,NA,NA,NA,NA,Noise,Marine Energy.Wave,ALL,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2012,NA,NA,NA,NA,NA,NA,NA,Habitat Change,Marine Energy.Wave,ALL,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: Obtaining baseline measurements of ocean ambient sound at a mobile test berth site for wave energy conversion off the central Oregon coast
J.H. Haxel, R.P. Dziak, H. Matsumoto",NA,"DISTURANCE, DISRUPTION OF BEHAVIOR, BIODIVERSITY SHIFT",NA,NA,NA,PRE PROJECT SITE ASSESSMENT; DETERMINING AMBIENT UNDERWATER NOISE LEVELS,NA,Noise,Marine Energy.Wave,1. Site Characterization and Assessment,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: ""NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: Obtaining baseline measurements of ocean ambient sound at a mobile test berth site for wave energy conversion off the central Oregon coast
J.H. Haxel, R.P. Dziak, H. Matsumoto""",NA,NA,NA,NA,NA,"PRE PROJECT SITE ASSESSMENT; DETERMINING BENTHIS HABITAT AND BIODIVERSITY (INVERTS, SEDIMENT, SHRIMP, FISH)",NA,NA,Marine Energy.Wave,1. Site Characterization and Assessment,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: Obtaining baseline measurements of ocean ambient sound at a mobile test berth site for wave energy conversion off the central Oregon coast
J.H. Haxel, R.P. Dziak, H. Matsumoto",NA,ATTRACTION/BIOFOULING,"BIOSECURITY, USE OF ANTIFOULING PAINT USE ON SOME BUT NOT ALL STRUCTURES",MONITORING PLANS WOULD DETECT CHANGES IN SPECIES COMPOSITION,APPENDIX D: ADAPTIVE MANAGEMENT FRAMEWORK,NA,Ecosystem Processes,Behavioral Interaction.Attraction,Marine Energy.Wave,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: ""NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: Obtaining baseline measurements of ocean ambient sound at a mobile test berth site for wave energy conversion off the central Oregon coast
J.H. Haxel, R.P. Dziak, H. Matsumoto""",NA,ATTRACTION/BIOFOULING,"BIOSECURITY, USE OF ANTIFOULING PAINT USE ON SOME BUT NOT ALL STRUCTURES",NA,APPENDIX D: ADAPTIVE MANAGEMENT FRAMEWORK,NA,Invertebrates,Behavioral Interaction.Attraction,Marine Energy.Wave,2. Construction,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: Obtaining baseline measurements of ocean ambient sound at a mobile test berth site for wave energy conversion off the central Oregon coast
J.H. Haxel, R.P. Dziak, H. Matsumoto",NA,SEDIMENT TRANSPORT,NA,NA,APPENDIX D: ADAPTIVE MANAGEMENT FRAMEWORK,NA,Physical Environment.Sediment Transport,Habitat Change,Marine Energy.Wave,2. Construction,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: ""NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: Obtaining baseline measurements of ocean ambient sound at a mobile test berth site for wave energy conversion off the central Oregon coast
J.H. Haxel, R.P. Dziak, H. Matsumoto""",NA,FISH AGGREGATE DEVICE,NA,NA,APPENDIX D: ADAPTIVE MANAGEMENT FRAMEWORK,NA,Fish,Behavioral Interaction.Attraction,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: Obtaining baseline measurements of ocean ambient sound at a mobile test berth site for wave energy conversion off the central Oregon coast
J.H. Haxel, R.P. Dziak, H. Matsumoto",NA,FISH AGGREGATE DEVICE,NA,NA,APPENDIX D: ADAPTIVE MANAGEMENT FRAMEWORK,NA,Invertebrates,Behavioral Interaction.Attraction,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: ""NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: Obtaining baseline measurements of ocean ambient sound at a mobile test berth site for wave energy conversion off the central Oregon coast
J.H. Haxel, R.P. Dziak, H. Matsumoto""",NA,FISH AGGREGATE DEVICE,NA,NA,APPENDIX D: ADAPTIVE MANAGEMENT FRAMEWORK,NA,Marine Mammals.Pinnipeds,Behavioral Interaction.Attraction,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: Obtaining baseline measurements of ocean ambient sound at a mobile test berth site for wave energy conversion off the central Oregon coast
J.H. Haxel, R.P. Dziak, H. Matsumoto",NA,FISH AGGREGATE DEVICE,NA,NA,APPENDIX D: ADAPTIVE MANAGEMENT FRAMEWORK,NA,Reptiles,Behavioral Interaction.Attraction,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: ""NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: Obtaining baseline measurements of ocean ambient sound at a mobile test berth site for wave energy conversion off the central Oregon coast
J.H. Haxel, R.P. Dziak, H. Matsumoto""",NA,FISH AGGREGATE DEVICE,NA,NA,APPENDIX D: ADAPTIVE MANAGEMENT FRAMEWORK,NA,Human Dimensions.Fisheries,Behavioral Interaction.Attraction,Marine Energy.Wave,3. Operations and Maintenance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: Obtaining baseline measurements of ocean ambient sound at a mobile test berth site for wave energy conversion off the central Oregon coast
J.H. Haxel, R.P. Dziak, H. Matsumoto",NA,POTENTIAL TOXIC RESPONSE,CONTAMINATION,NA,EMERGENCY RESPONSE PLAN,NA,Physical Environment.Water Quality,Habitat Change,Marine Energy.Wave,ALL,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: ""NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: Obtaining baseline measurements of ocean ambient sound at a mobile test berth site for wave energy conversion off the central Oregon coast
J.H. Haxel, R.P. Dziak, H. Matsumoto""",NA,INDIRECT TURBIDITY,EXPECTED MINIMAL,NA,EMERGENCY RESPONSE PLAN,NA,Physical Environment.Water Quality,Habitat Change,Marine Energy.Wave,2. Construction,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: Obtaining baseline measurements of ocean ambient sound at a mobile test berth site for wave energy conversion off the central Oregon coast
J.H. Haxel, R.P. Dziak, H. Matsumoto",NA,NA,BIOSECURITY,MONITORING PLANS WOULD DETECT CHANGES IN SPECIES COMPOSITION,APPENDIX D: ADAPTIVE MANAGEMENT FRAMEWORK,HULL CLEANING AND BALLEST WATER CHANGE TO PREVENT SPECIES INTRODUCTIONS,Ecosystem Processes,Habitat Change,Marine Energy.Wave,ALL,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: ""NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: Obtaining baseline measurements of ocean ambient sound at a mobile test berth site for wave energy conversion off the central Oregon coast
J.H. Haxel, R.P. Dziak, H. Matsumoto""",NA,"DISRUPTION OF BEHAVIOR, AVOIDANCE",NA,NA,APPENDIX D: ADAPTIVE MANAGEMENT FRAMEWORK,NA,Fish.Pelagic Fish,Noise,Marine Energy.Wave,2. Construction,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: Obtaining baseline measurements of ocean ambient sound at a mobile test berth site for wave energy conversion off the central Oregon coast
J.H. Haxel, R.P. Dziak, H. Matsumoto",NA,"DISRUPTION OF BEHAVIOR, AVOIDANCE",NA,NA,APPENDIX D: ADAPTIVE MANAGEMENT FRAMEWORK,NA,Fish.Demersal Fish,Noise,Marine Energy.Wave,2. Construction,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: ""NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: Obtaining baseline measurements of ocean ambient sound at a mobile test berth site for wave energy conversion off the central Oregon coast
J.H. Haxel, R.P. Dziak, H. Matsumoto""",NA,"DISRUPTION OF BEHAVIOR, AVOIDANCE",NA,NA,APPENDIX D: ADAPTIVE MANAGEMENT FRAMEWORK,NA,Marine Mammals.Pinnipeds,Noise,Marine Energy.Wave,2. Construction,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"NATIONWIDE PERMIT APPLICATION PACWAVE NORTH 2013: Obtaining baseline measurements of ocean ambient sound at a mobile test berth site for wave energy conversion off the central Oregon coast
J.H. Haxel, R.P. Dziak, H. Matsumoto",NA,"DISRUPTION OF BEHAVIOR, AVOIDANCE",NA,NA,APPENDIX D: ADAPTIVE MANAGEMENT FRAMEWORK,NA,Reptiles,Noise,Marine Energy.Wave,2. Construction,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
