title,description,provider,provider_url,downloads_piped,downloads_n,metadatas_piped,metadatas_n
2017 Vessel Transit Counts: Pleasure Craft and Sailing,"Vessels traveling in U.S. coastal and inland waters frequently use Automatic Identification Systems (AIS) for navigation safety. The U.S. Coast Guard collects AIS records using shore-side antennas. These records have been filtered and converted from a series of points to a set of track lines, and then summarized at a 100 m grid cell resolution. A single transit is counted each time a vessel track passes through, starts, or stops within a grid cell. This layer is depicting transits attributed to pleasure craft and sailing vessels.",MarineCadastre.gov,https://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/2017AIS/VesselTransitCounts2017.zip,1,https://inport.nmfs.noaa.gov/inport/item/55363,1
2017 Vessel Transit Counts: Tanker,"Vessels traveling in U.S. coastal and inland waters frequently use Automatic Identification Systems (AIS) for navigation safety. The U.S. Coast Guard collects AIS records using shore-side antennas. These records have been filtered and converted from a series of points to a set of track lines, and then summarized at a 100 m grid cell resolution. A single transit is counted each time a vessel track passes through, starts, or stops within a grid cell. This layer is depicting transits attributed to tanker vessels.",MarineCadastre.gov,https://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/2017AIS/VesselTransitCounts2017.zip,1,https://inport.nmfs.noaa.gov/inport/item/55363,1
2017 Vessel Transit Counts: Tug and Tow,"Vessels traveling in U.S. coastal and inland waters frequently use Automatic Identification Systems (AIS) for navigation safety. The U.S. Coast Guard collects AIS records using shore-side antennas. These records have been filtered and converted from a series of points to a set of track lines, and then summarized at a 100 m grid cell resolution. A single transit is counted each time a vessel track passes through, starts, or stops within a grid cell. This layer is depicting transits attributed to tug and towing vessels.",MarineCadastre.gov,https://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/2017AIS/VesselTransitCounts2017.zip,1,https://inport.nmfs.noaa.gov/inport/item/55363,1
2019-2024 DPP Exclusion Option Areas,"The Exclusion Option Areas for the 2019-2024 Draft Proposed Program are areas that the Secretary of the Interior has included for additional analysis and consideration in the 2019-2024 National Outer Continental Shelf Oil and Gas Leasing Proposed Program.    The final decision on areas to be offered for oil and gas lease sales is scheduled to occur in late 2019.  If an Exclusion Option Area is chosen as part of the final oil and gas lease sale decision, no lease sales will be offered in that area.",Bureau of Ocean Energy Management,http://www.boem.gov/,https://www.boem.gov/ak-5yr-2019-2024-excl-opt.zip|https://www.boem.gov/atl-5yr-2019-2024-excl-opt.zip|https://www.data.boem.gov/Mapping/Files/GOM_5yr_2019_2024_excl_opt.zip,3,https://metadata.boem.gov/geospatial/2019-2024_DPP_Exclusion_Option_Areas.xml,1
2019-2024 Draft Proposed Program Areas,"This layer represents the program areas of the Outer Continental Shelf (OCS) that could be offered for oil and gas lease sales during 2019-2024.  The Secretary of the Interior included these areas for additional analysis and consideration in the 2019-2024 National OCS Oil and Gas Leasing Draft Proposed Program.  The Draft Proposed Program is the first of three proposals for OCS oil and gas leasing, and includes 25 of 26 planning areas from the four OCS regions.  The final decision on areas to be offered for oil and gas lease sales is scheduled to occur in late 2019.",Bureau of Ocean Energy Management,http://www.boem.gov/,https://www.boem.gov/ak-5yr-2019-2024.zip|https://www.boem.gov/atl-5yr-2019-2024.zip|https://www.data.boem.gov/Mapping/Files/Gom_5yr_2019_2024.zip|https://www.boem.gov/pac-5yr-2019-2024.zip,4,https://metadata.boem.gov/geospatial/2019-2024_Draft_Proposed_Program_Area.xml,1
24NM Contiguous Zone,"Each coastal State may claim a contiguous zone adjacent to and beyond its territorial sea that extends seaward up to 24 nautical miles from its baselines. In its contiguous zone, a coastal State may exercise the control necessary to prevent the infringement of its customs, fiscal, immigration or sanitary laws and regulations within its territory or territorial sea, and punish infringement of those laws and regulations committed within its territory or territorial sea.",NOAA Office of Coast Survey,http://www.nauticalcharts.noaa.gov/,http://maritimeboundaries.noaa.gov/downloads/USMaritimeLimitsAndBoundariesSHP.zip,1,https://inport.nmfs.noaa.gov/inport-metadata/NOAA/NOS/OCS/inport/xml/39963.xml,1
Abandoned Shipwreck Act,"This data represents the extent of the Abandoned Shipwreck Act (ASA). The ASA allows states to manage a broad range of resources within submerged lands, including abandoned shipwrecks that have been deserted and to which the owner has relinquished ownership rights with no retention. With the exception of wrecks on certain federal public lands, the ASA asserts U.S. title to abandoned shipwrecks and automatically transfers the title to coastal states. Citing to the Submerged Lands Act, the ASA generally extends seaward a distance of three nautical miles from the coastline to the inner limit of the outer continental shelf. In the cases of Texas, the Gulf coast of Florida, and Puerto Rico, the ASA extends seaward three marine leagues—or nine nautical miles—from the coastline. When investigating geo-regulatory boundaries near the boundary edges, users should consult the most up-to-date applicable jurisdictional boundaries from all respective authoritative sources.",MarineCadastre.gov,https://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/Legis-Atlas/FederalGeoregulations/AbandonedShipwreckAct.zip,1,https://inport.nmfs.noaa.gov/inport/item/48846,1
Act to Prevent Pollution from Ships and MARPOL 73/78,"In 1973, the International Maritime Organization adopted the International Convention for the Prevention of Pollution by Ships and subsequently modified it by Protocol in 1978.  The Convention is widely known as MARPOL 73/78.  Its objective is to limit ship-borne pollution by restricting operational pollution and reducing the possibility of accidental pollution.  MARPOL 73/78 consists of six separate Annexes – each sets out regulations covering the various sources of ship-generated pollution.  Currently, the United States is signatory to Annexes I, II, III, V and VI.  Annexes I, II, V and VI have been incorporated into U.S. law by the Act to Prevent Pollution from Ships (APPS) and implemented within 33 U.S.C. § 1901 and 33 C.F.R. Part 151.  The AAPS was subsequently amended by the Marine Plastic Pollution Research and Control Act (1987) and the Marine Pollution Prevention Act (2008).

When investigating geo-regulatory boundaries near the boundary edges, users should consult the most up to date applicable jurisdictional boundaries available on MarineCadastre.gov. These geo-regulatory boundaries have not been updated in more than 13 years.",MarineCadastre.gov,https://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/Legis-Atlas/FederalGeoregulations/MarinePollutionPreventionAct.zip,1,https://inport.nmfs.noaa.gov/inport/item/48895,1
Active Oil and Gas Leases,"Portion of Outer Continental Shelf Lease Blocks which are currently leased out to private entities for oil and/or gas mining rights. Active leases include those that are exploratory, non-producing, and producing.  This is current and refreshed on a daily basis.",Bureau of Ocean Energy Management,http://www.boem.gov/,http://www.boem.gov/Oil-and-Gas-Energy-Program/Mapping-and-Data/Alaska/AKUpdate.aspx|https://www.data.boem.gov/Mapping/Files/actlease.zip|http://www.boem.gov/Oil-and-Gas-Energy-Program/Mapping-and-Data/Pacific-files/pac_lease(3).aspx,3,http://metadata.boem.gov/geospatial/OCS_Alaska_Current_OilGas_Leases.xml|http://metadata.boem.gov/geospatial/pac_lease.xml|https://metadata.boem.gov/geospatial/GOM_Active_OG_Leases.xml,3
Active Renewable Energy Leases,Blocks which have been leased by a company with intent to build a wind energy facility. No projects are currently in the development stage at this time; permits may be issued for development provided further site assessment for each leased area.,Bureau of Ocean Energy Management,http://www.boem.gov/,https://www.boem.gov/BOEM-Renewable-Energy-Geodatabase.zip|https://www.boem.gov/BOEM-Renewable-Energy-Shapefiles.zip,2,http://metadata.boem.gov/geospatial/boem_renewable_lease_areas.xml,1
Aids to Navigation,"Structures intended to assist a navigator to determine position or safe course, or to warn of dangers or obstructions to navigation. This dataset includes lights, signals, buoys, day beacons, and other aids to navigation. Not for navigation.",MarineCadastre.gov,https://www.marinecadastre.gov/,ftp://csc.noaa.gov/pub/MSP/AidsToNavigation.zip,1,https://inport.nmfs.noaa.gov/inport/item/56120,1
AIS Vessel Tracks 2011,"Automatic Identification Systems (AIS) are a navigation safety device that transmits and monitors the location and characteristics of many vessels in U.S. and international waters in real-time. In the U.S. the Coast Guard and industry collect AIS data, which can also be used for a variety of coastal planning purposes. NOAA and BOEM have worked jointly to re-task and make available some of the most important records from the U.S. Coast Guard's national network of AIS receivers. Information such as location, time, ship type, length, width, and draft have been extracted from the raw data and prepared as track lines for analyses in desktop GIS software.",MarineCadastre.gov,https://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/2011AIS/EastCoastVesselTracklines2011.zip|ftp://ftp.coast.noaa.gov/pub/MSP/2011AIS/GreatLakesVesselTracklines2011.zip|ftp://ftp.coast.noaa.gov/pub/MSP/2011AIS/GulfofMexicoVesselTracklines2011.zip|ftp://ftp.coast.noaa.gov/pub/MSP/2011AIS/WestCoastVesselTracklines2011.zip,4,https://inport.nmfs.noaa.gov/inport/item/48880|https://inport.nmfs.noaa.gov/inport/item/48885|https://inport.nmfs.noaa.gov/inport/item/48887|https://inport.nmfs.noaa.gov/inport/item/48946,4
AIS Vessel Tracks 2013,"Automatic Identification Systems (AIS) are a navigation safety device that transmits and monitors the location and characteristics of many vessels in U.S. and international waters in real-time. In the U.S. the Coast Guard and industry collect AIS data, which can also be used for a variety of coastal planning purposes. NOAA and BOEM have worked jointly to re-task and make available some of the most important records from the U.S. Coast Guard's national network of AIS receivers. Information such as location, time, ship type, length, width, and draft have been extracted from the raw data and prepared as track lines for analyses in desktop GIS software.",MarineCadastre.gov,https://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/2013AIS/EastCoastVesselTracklines2013.zip|ftp://ftp.coast.noaa.gov/pub/MSP/2013AIS/GreatLakesVesselTracklines2013.zip|ftp://ftp.coast.noaa.gov/pub/MSP/2013AIS/GulfofMexicoVesselTracklines2013.zip|ftp://ftp.coast.noaa.gov/pub/MSP/2013AIS/WestCoastVesselTracklines2013.zip,4,https://inport.nmfs.noaa.gov/inport/item/48881|https://inport.nmfs.noaa.gov/inport/item/48886|https://inport.nmfs.noaa.gov/inport/item/48888|https://inport.nmfs.noaa.gov/inport/item/48947,4
AIS Vessel Tracks 2015,"Vessels traveling in U.S. coastal and inland waters frequently use Automatic Identification Systems (AIS) for navigation safety. The U.S. Coast Guard collects AIS records using shore-side antennas. These records have been filtered and converted from a series of points to a set of track lines for each vessel. Vessels can have one or more tracks of any length, and can be separated by gaps due to intermittent loss of the AIS signal. Tracks will not necessarily start or stop at a well defined port, or when a vessel is not in motion. Vessel tracks are an efficient and spatially unbiased indicator of vessel traffic.",MarineCadastre.gov,https://www.marinecadastre.gov/,ftp://ftp.coast.noaa.gov/pub/MSP/2015AIS/AtlanticTracks_2015AIS.zip|ftp://ftp.coast.noaa.gov/pub/MSP/2015AIS/GreatLakesTracks_2015AIS.zip|ftp://ftp.coast.noaa.gov/pub/MSP/2015AIS/GulfofMexicoTracks_2015AIS.zip|ftp://ftp.coast.noaa.gov/pub/MSP/2015AIS/WestCoastTracks_2015AIS.zip,4,https://inport.nmfs.noaa.gov/inport/item/54117,1
